상호명	위도	경도	업종소분류	행정동	주소
지성인	37.200747642493	127.114736751042	입시·교과학원	동탄4동	경기도 화성시 동탄순환대로 617
한국파워점핑줄넘기	37.1670011611248	127.1072659375	요가/필라테스 학원	동탄7동	경기도 화성시 동탄순환대로 127-17
포브릭스	37.2107173853778	127.100264231501	기타 예술/스포츠 교육기관	동탄5동	경기도 화성시 동탄대로 636-3
봄수학교습소	37.1831133769536	127.124327425213	입시·교과학원	동탄9동	경기도 화성시 동탄순환대로18길 16
동탄이미숙국어학원지점	37.2072410978421	127.073245861935	입시·교과학원	동탄1동	경기도 화성시 동탄반석로 212
고래영어교습소	37.1612293470496	127.112706794585	외국어학원	동탄8동	경기도 화성시 동탄대로4가길 5
기세수학셀파우등생학원	37.2044833928973	127.109019931673	입시·교과학원	동탄5동	경기도 화성시 동탄순환대로29길 62
티엔지컴퍼니	37.2139345951421	127.099716448814	교육컨설팅업	동탄5동	경기도 화성시 동탄대로 677-5
프라임수학학원	37.2069435208637	127.073617322046	입시·교과학원	동탄1동	경기도 화성시 동탄중심상가2길 26-31
더목목공방	37.2099902005355	127.097063858006	기타 기술/직업 훈련학원	동탄5동	경기도 화성시 동탄순환대로 830
한국실버교육협회동탄지부	37.2144744620041	127.100618455281	그 외 기타 교육기관	동탄5동	경기도 화성시 동탄대로 683
싸인잉글리쉬	37.1826344173819	127.125655493191	외국어학원	동탄9동	경기도 화성시 동탄순환대로20길 115
에이치에스피수학학원	37.1928874984212	127.072995471712	입시·교과학원	동탄2동	경기도 화성시 동탄솔빛로 44
데이지필라테스	37.183371886947	127.10885444272	요가/필라테스 학원	동탄6동	경기도 화성시 동탄신리천로 278
나르샤무용학원	37.2004771637232	127.114905303415	기타 예술/스포츠 교육기관	동탄4동	경기도 화성시 동탄대로시범길 148-22
잎새와줄기논술국어학원	37.2015010629361	127.10885794255	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 189
무브요가	37.1981503571704	127.097105016007	요가/필라테스 학원	동탄6동	경기도 화성시 동탄오산로 82
더온필라테스	37.2070339676268	127.073065420224	요가/필라테스 학원	동탄1동	경기도 화성시 동탄반석로 208
용인대특전합기도	37.1942926303653	127.073819038187	태권도/무술학원	동탄2동	경기도 화성시 동탄솔빛로 61
곰수학교습소	37.1831133769536	127.124327425213	입시·교과학원	동탄9동	경기도 화성시 동탄순환대로18길 16
무아민화화실미술교습소	37.2024276924041	127.060456103654	미술학원	동탄1동	경기도 화성시 동탄공원로1길 12-9
써와이피씨피	37.2010417304719	127.073465155465	기타 교육지원 서비스업	동탄1동	경기도 화성시 노작로 147
가이드필라테스	37.199919977816	127.11338381417	요가/필라테스 학원	동탄4동	경기도 화성시 동탄대로시범길 142
염기훈주니어축구교실	37.2181153535037	127.059713748671	요가/필라테스 학원	동탄3동	경기도 화성시 동탄하나1길 47-3
스티치랩소잉스튜디오동탄	37.2159389461503	127.105476225898	기타 기술/직업 훈련학원	동탄5동	경기도 화성시 동탄첨단산업2로 88
한국파워점핑줄넘기태권도	37.1617888124473	127.111851988761	태권도/무술학원	동탄8동	경기도 화성시 동탄대로4길 53
파인만	37.2067878574416	127.111411438328	입시·교과학원	동탄5동	경기도 화성시 동탄순환대로 692
레나하이영어교습소	37.1997242445677	127.119995492543	입시·교과학원	동탄4동	경기도 화성시 동탄순환대로22길 46
슈퍼핑스포츠&치어리딩	37.1878602010776	127.085593086473	요가/필라테스 학원	동탄6동	경기도 화성시 동탄기흥로353번길 100
우노캔들	37.2094974237775	127.066995711372	그 외 기타 교육기관	동탄1동	경기도 화성시 동탄반송3길 40-18
필라테스블랙	37.206553436217	127.111568804014	요가/필라테스 학원	동탄5동	경기도 화성시 동탄순환대로 690
아파트러닝	37.2007586587578	127.091757880519	기타 교육지원 서비스업	동탄6동	경기도 화성시 동탄기흥로 447-54
하비투스학원	37.2000067072824	127.0715267356	입시·교과학원	동탄1동	경기도 화성시 동탄반석로 124
다즐링에비뉴	37.2110777858596	127.100287239754	레크리에이션 교육기관	동탄5동	경기도 화성시 동탄대로 646-4
동화레더	37.2086971448641	127.112405595043	기타 기술/직업 훈련학원	동탄5동	경기도 화성시 지산1길 26-10
남동탄리드인독서국어학원	37.1751039975132	127.114393932607	입시·교과학원	동탄7동	경기도 화성시 동탄대로10나길 21
느린산책	37.210950390051	127.101751608959	기타 기술/직업 훈련학원	동탄5동	경기도 화성시 동탄첨단산업2로 14
아소비동탄파크	37.2172686279886	127.109736857316	입시·교과학원	동탄5동	경기도 화성시 동탄대로24가길 7
상록올림수학교습소	37.2161337421057	127.058315147083	입시·교과학원	동탄3동	경기도 화성시 동탄원천로 315-18
루트필라테스	37.2032764525882	127.098181713499	요가/필라테스 학원	동탄6동	경기도 화성시 동탄대로 557-9
윈썸에듀케이션	37.183511215228	127.123010470507	입시·교과학원	동탄9동	경기도 화성시 동탄순환대로 406
뮤수학교습소	37.170572732987	127.113306172804	입시·교과학원	동탄7동	경기도 화성시 동탄대로8길 60
휴힐링	37.1991063027144	127.053176963578	요가/필라테스 학원	동탄3동	경기도 화성시 남여울3길 3
디랩동탄아카데미	37.2041694125905	127.071778486404	그 외 기타 교육기관	동탄1동	경기도 화성시 동탄반석로 172
서로연	37.1876437517723	127.072371002604	기타 기술/직업 훈련학원	동탄2동	경기도 화성시 금반2길 24-8
동탄에스지청운학원	37.1875809153768	127.085536460253	입시·교과학원	동탄6동	경기도 화성시 동탄기흥로353번길 102
더숲보습학원	37.1975736845549	127.097104277379	입시·교과학원	동탄6동	경기도 화성시 동탄오산로 86-10
연세트로피영어학원	37.1665506232257	127.107276559848	입시·교과학원	동탄7동	경기도 화성시 동탄순환대로 127-9
와이브러시	37.2177653255877	127.056908066478	기타 기술/직업 훈련학원	동탄3동	경기도 화성시 여울로4길 20
이언에듀케이션	37.1937878935846	127.074055072466	입시·교과학원	동탄2동	경기도 화성시 동탄솔빛로 58
열린미술학원	37.1645055439896	127.096420207122	미술학원	동탄8동	경기도 화성시 동탄순환대로 26
이퀄마인드이퀄엠수학학원	37.1617893635397	127.111266554097	입시·교과학원	동탄8동	경기도 화성시 동탄대로4길 47
그레이스에듀학원	37.1670614742141	127.128185534334	입시·교과학원	동탄7동	경기도 화성시 동탄순환대로12길 85
무림합기도	37.2096456709935	127.05934657855	태권도/무술학원	동탄3동	경기도 화성시 동탄지성로 145
제이필라테스	37.1979806706039	127.051633040088	요가/필라테스 학원	동탄3동	경기도 화성시 남여울1길 5-27
장지합기도강류관	37.1569167922988	127.108951594436	태권도/무술학원	동탄8동	경기도 화성시 동탄장지천6길 49
강승희요리실용전문학교	37.1996819805993	127.072100893364	기타 기술/직업 훈련학원	동탄1동	경기도 화성시 동탄문화센터로 61
동탄요양보호사교육원	37.2075071893787	127.06504507818	기타 기술/직업 훈련학원	동탄1동	경기도 화성시 동탄지성로 92
조윤지골프	37.2072147097503	127.097375726577	그 외 기타 교육기관	동탄5동	경기도 화성시 동탄대로21가길 4-10
디와이에스티	37.1963897722022	127.090175701054	입시·교과학원	동탄6동	경기도 화성시 동탄기흥로 393-20
동탄씨앤씨미술학원	37.2011147409735	127.071955821302	미술학원	동탄1동	경기도 화성시 동탄중심상가1길 33
요가라이프동탄교육원	37.2039799455558	127.072183834079	요가/필라테스 학원	동탄1동	경기도 화성시 동탄반석로 172
G.S.D.축구교실	37.1516450397996	127.127574149967	요가/필라테스 학원	동탄8동	경기도 화성시 경기동로 493-24
드로잉그린	37.2127946564048	127.094352356422	미술학원	동탄5동	경기도 화성시 동탄기흥로 590
좋은미술교습소	37.2102288635805	127.112475460459	미술학원	동탄5동	경기도 화성시 동탄대로24길 117
필라테스블랙남	37.200582866954	127.072372089499	요가/필라테스 학원	동탄1동	경기도 화성시 동탄중심상가1길 11
오늘부터	37.2032201947733	127.061279046391	입시·교과학원	동탄1동	경기도 화성시 동탄공원로1길 22-23
에스디에이남동탄삼육어학원	37.1677580475961	127.10726700722	외국어학원	동탄7동	경기도 화성시 동탄순환대로 127-23
수학공작소	37.1583689321406	127.107377576819	입시·교과학원	동탄8동	경기도 화성시 동탄장지천5길 4-8
동탄탑클래스종합학원	37.2004771637232	127.114905303415	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 148-22
제이제이필라테스	37.2097820484023	127.10849807549	요가/필라테스 학원	동탄5동	경기도 화성시 동탄순환대로30길 8
최강브릿지	37.1980429450684	127.053435284194	그 외 기타 교육기관	동탄3동	경기도 화성시 남여울3길 20
개런티교육그룹	37.2005021423807	127.071763749689	입시·교과학원	동탄1동	경기도 화성시 동탄중심상가1길 5
엠베스트SE이산캠퍼스학원	37.1877784355751	127.086516497362	입시·교과학원	동탄6동	경기도 화성시 동탄기흥로353번길 99-5
진스쿠버	37.1986021048568	127.052298030106	태권도/무술학원	동탄3동	경기도 화성시 남여울1길 5-11
깨움	37.2069598045319	127.060797671291	입시·교과학원	동탄1동	경기도 화성시 동탄공원로3길 8
피아노를그리다음악교습소	37.1994204530422	127.055824215753	음악학원	동탄3동	경기도 화성시 10용사로 343-2
하늘리듬체조	37.1665506232257	127.107276559848	요가/필라테스 학원	동탄7동	경기도 화성시 동탄순환대로 127-9
명인러닝대치명인스카이수학학원	37.2076184728638	127.109644026253	입시·교과학원	동탄5동	경기도 화성시 동탄순환대로 707
테크니카풋볼클럽	37.1550689120407	127.119058068123	요가/필라테스 학원	동탄8동	경기도 화성시 경기동로 437
마인드앤모션	37.2022224289921	127.097932531927	요가/필라테스 학원	동탄6동	경기도 화성시 동탄대로 537
트리즈에듀	37.2060882385501	127.072456200919	입시·교과학원	동탄1동	경기도 화성시 동탄반석로 196
더베스트수학과학학원	37.1670614742141	127.128185534334	입시·교과학원	동탄7동	경기도 화성시 동탄순환대로12길 85
더울림사회적협동조합	37.2109213311772	127.093268519344	기타 교육지원 서비스업	동탄5동	경기도 화성시 동탄기흥로 570-6
필바디필라테스&피티	37.1821411469784	127.12345870446	요가/필라테스 학원	동탄9동	경기도 화성시 동탄신리천로 408
팀스영어학원	37.2001715905479	127.114093827049	입시·교과학원	동탄4동	경기도 화성시 동탄대로시범길 148-16
